StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,QPMID,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,Weight,GenPopWeight,age_group,race,2nd_order,pureSpectrumRedirectUrl,pureSpectrumSignatureValue
09-05-2026 05:18,09-05-2026 05:38,IP Address,100,1201,TRUE,09-05-2026 05:38,R_6gYgzB6Hm6sfriB,anonymous,EN,,Yes,Yes,2003,Male,"2 year degree (e.g., associate degree)",South,No,,,Black or African American,,,,,"$60,000 to $69,999",Not at all interested1,Not at all interested1,5,Not at all interested1,Not at all interested1,5,No attention at all1,No attention at all1,5,No attention at all1,No attention at all1,5,6,Not at all like me1,3,Somewhat like me4,Somewhat like me4,5,Somewhat like me4,Not at all like me1,5,Not at all like me1,A lot like me7,5,6,A lot like me7,A lot like me7,Definitely true,Definitely false,Definitely false,Don't know,Likely false,Likely true,Likely true,Definitely true,Likely true,Likely true,Likely true,Definitely false,,,,,3.095,3.095,32.915,1,,,,,,,,,Somewhat4,Somewhat4,5,2,2,Not at all1,5,Somewhat4,Not at all1,Not at all1,6,4,7,6,Somewhat likely4,3,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,Somewhat likely4,Somewhat likely4,3,Not at all likely1,Not at all likely1,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1201,,49458690,947,55idXpKbjT8rgX3g9IG1Wb,0.418141319,0.767360525,18-34,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=55idXpKbjT8rgX3g9IG1Wb&ps_hash=850fc85c27cf4111eaec2885ee6ff876f72db31f,850fc85c27cf4111eaec2885ee6ff876f72db31f
09-05-2026 05:23,09-05-2026 05:38,IP Address,100,889,TRUE,09-05-2026 05:38,R_5hal9LTEGDBxGBb,anonymous,EN,,Yes,Yes,1969,Female,"2 year degree (e.g., associate degree)",Midwest,No,,,Black or African American,,,,,"$100,000 to $149,999",Not at all interested1,2,Not at all interested1,2,2,2,No attention at all1,2,No attention at all1,No attention at all1,2,No attention at all1,3,2,Somewhat like me4,3,Somewhat like me4,Somewhat like me4,2,2,Somewhat like me4,Not at all like me1,Somewhat like me4,Not at all like me1,2,2,Not at all like me1,Don't know,Don't know,Don't know,Don't know,Definitely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Definitely true,Likely false,,,,,,,,,19.693,19.693,22.575,1,,,,,Very much7,Very much7,Somewhat4,Somewhat4,Not at all1,Somewhat4,Very much7,2,Not at all1,Not at all1,4,4,4,4,,,,,,,,,,,,,,,Neither agree nor disagree4,5,5,Strongly disagree1,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,5,5,5,Neither agree nor disagree4,5,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,889,,49505186,655,2h2CrOhV3b3lPaXM2MUYWx,0.418141319,0.767360525,55+,Blacks/AA,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2h2CrOhV3b3lPaXM2MUYWx&ps_hash=8c105dcf6d72633d973869bb7036c9b2c6504546,8c105dcf6d72633d973869bb7036c9b2c6504546
09-05-2026 05:36,09-05-2026 05:43,IP Address,100,393,TRUE,09-05-2026 05:43,R_6j2PHjXcYB5aBtg,anonymous,EN,,Yes,Yes,1969,Male,High school graduate,South,No,,,Black or African American,,,,,"$20,000 to $29,999",Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,A moderate amount of attention4,3,3,3,5,3,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,Likely true,Likely false,Likely true,Definitely false,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely false,,,,,,,,,14.401,15.484,21.791,2,,,,,Somewhat4,Somewhat4,5,5,3,Somewhat4,Somewhat4,5,3,3,3,3,3,2,3,3,3,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,3,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Very likely7,,,,,,,,,,,,,,6,moderate,conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,393,,49505186,2904,5BJzcQh7mVBbCLta1dGGXZ,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5BJzcQh7mVBbCLta1dGGXZ&ps_hash=60a98722084ff2812db30cb2a97bf2d139e4f9d9,60a98722084ff2812db30cb2a97bf2d139e4f9d9
09-05-2026 05:25,09-05-2026 05:44,IP Address,100,1138,TRUE,09-05-2026 05:44,R_7E7nASWPa3rP4s1,anonymous,EN,,Yes,Yes,1954,Female,"4 year college degree (e.g., bachelor's degree)",South,No,,,Black or African American,,,,,"$40,000 to $49,999",Not at all interested1,Not at all interested1,Moderately interested4,Not at all interested1,Moderately interested4,Not at all interested1,No attention at all1,No attention at all1,A moderate amount of attention4,No attention at all1,A moderate amount of attention4,2,Not at all like me1,Not at all like me1,Not at all like me1,2,Not at all like me1,Somewhat like me4,Not at all like me1,Somewhat like me4,3,Not at all like me1,Somewhat like me4,Not at all like me1,Not at all like me1,Somewhat like me4,Somewhat like me4,Likely true,Likely false,Likely true,Likely true,Definitely false,Likely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Definitely false,5.331,20.197,23.457,4,,,,,,,,,,,,,Not at all1,2,2,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,4,3,5,4,,,,,,,,,,,,,,,5,Neither agree nor disagree4,Strongly disagree1,Neither agree nor disagree4,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,3,2,5,1 - No guidance at all,liberal,liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1138,,49505186,655,5bC8tT4PMslX14eZrtbNxe,0.418141319,0.767360525,55+,Blacks/AA,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5bC8tT4PMslX14eZrtbNxe&ps_hash=11c14c73e38b98252ee2d1c2fa70a97dd44a7c07,11c14c73e38b98252ee2d1c2fa70a97dd44a7c07
09-05-2026 05:41,09-05-2026 05:47,IP Address,100,340,TRUE,09-05-2026 05:47,R_3dwraZbxSPdcLQJ,anonymous,EN,,Yes,Yes,2003,Male,Less than high school,South,No,,,Black or African American,,,,,"$80,000 to $89,999",2,6,3,2,Very Interested7,5,No attention at all1,5,3,2,6,3,3,6,A lot like me7,A lot like me7,5,Somewhat like me4,Somewhat like me4,6,6,Somewhat like me4,5,2,3,3,2,Definitely true,Likely false,Likely true,Likely true,Don't know,Likely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Likely false,,,,,15.337,16.638,21.711,2,,,,,,,,,Very much7,Very much7,Very much7,5,Very much7,Very much7,6,6,Not at all1,Not at all1,6,4,4,6,Very likely7,6,2,5,2,Very likely7,5,5,6,3,5,Somewhat likely4,3,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,moderate,somewhat liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,340,,49458690,947,1NBBaAVzEp6S0Awz8AIzwt,0.418141319,0.767360525,18-34,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1NBBaAVzEp6S0Awz8AIzwt&ps_hash=7f4ecf25f56d0bd952d76540d152345f248f7830,7f4ecf25f56d0bd952d76540d152345f248f7830
09-05-2026 05:40,09-05-2026 05:49,IP Address,100,570,TRUE,09-05-2026 05:49,R_6BfX6ml34dXJAdZ,anonymous,EN,,Yes,Yes,1970,Male,"2 year degree (e.g., associate degree)",South,No,,,Black or African American,,,,,"$90,000 to $99,999",5,Very Interested7,6,5,5,Very Interested7,5,A great deal of attention7,5,5,5,A great deal of attention7,5,5,5,5,5,5,6,6,A lot like me7,6,6,5,5,5,5,Definitely false,Don't know,Likely true,Don't know,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,20.272,20.272,37.451,1,,,,,,,,,,,,,Very much7,Very much7,6,Very much7,5,6,Very much7,Very much7,6,Not at all1,7,5,7,7,,,,,,,,,,,,,,,6,6,Strongly agree7,Strongly disagree1,5,Strongly agree7,6,5,5,Strongly agree7,Strongly agree7,6,6,6,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,570,,49505186,3789,1oukGVIj6mXu0tTOEG83p8,0.418141319,0.767360525,55+,Blacks/AA,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1oukGVIj6mXu0tTOEG83p8&ps_hash=680c09b7736c0af9eaed810bb41ea7ed6b39b52e,680c09b7736c0af9eaed810bb41ea7ed6b39b52e
09-05-2026 05:42,09-05-2026 05:54,IP Address,100,706,TRUE,09-05-2026 05:54,R_1PcXXpZsIqxoi1G,anonymous,EN,,Yes,Yes,1961,Female,"2 year degree (e.g., associate degree)",South,No,,,Black or African American,,,,,"$20,000 to $29,999",3,Moderately interested4,5,Moderately interested4,Moderately interested4,2,3,3,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,2,5,Somewhat like me4,5,6,3,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,6,Somewhat like me4,Somewhat like me4,2,A lot like me7,2,Definitely true,Likely false,Definitely false,Don't know,Definitely false,Likely false,Likely true,Likely true,,Likely true,Likely true,Likely false,,,,,12.113,45.377,50.902,8,,,,,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,3,3,Somewhat4,3,2,3,3,4,3,3,3,2,Not at all likely1,2,Not at all likely1,2,2,2,Not at all likely1,Not at all likely1,2,2,Not at all likely1,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,706,,49505186,655,1ljRYg2I2vJeQYRDGvm64W,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1ljRYg2I2vJeQYRDGvm64W&ps_hash=d0bd928d7d3e35b5ac6362ff5adf016fce8662c5,d0bd928d7d3e35b5ac6362ff5adf016fce8662c5
09-05-2026 05:52,09-05-2026 06:05,IP Address,100,777,TRUE,09-05-2026 06:05,R_3aFeI920eHSEKld,anonymous,EN,,Yes,Yes,1965,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,No,,,Black or African American,,,,,"$150,000 or more",3,Moderately interested4,Moderately interested4,Very Interested7,6,Moderately interested4,3,A moderate amount of attention4,A moderate amount of attention4,A great deal of attention7,A moderate amount of attention4,A moderate amount of attention4,Somewhat like me4,Somewhat like me4,5,6,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,6,Somewhat like me4,3,Somewhat like me4,3,3,3,Likely true,Likely false,Likely true,Likely true,Definitely true,Definitely false,Likely false,Definitely true,Likely true,Likely true,Definitely true,Likely false,,,,,,,,,,,,,7.013,30.336,33.001,11,Somewhat4,Somewhat4,5,3,3,Somewhat4,Somewhat4,3,Not at all1,Not at all1,5,1,3,4,2,Not at all likely1,Not at all likely1,3,3,Somewhat likely4,Somewhat likely4,3,Not at all likely1,Somewhat likely4,2,Somewhat likely4,Very likely7,Very likely7,,,,,,,,,,,,,,6,liberal,liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,777,,49505186,3789,38qM6hVzD80FCn3rsew5XX,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=38qM6hVzD80FCn3rsew5XX&ps_hash=20bcdffbc6397de0cb2985772d9e912c80f621ce,20bcdffbc6397de0cb2985772d9e912c80f621ce
09-05-2026 05:58,09-05-2026 06:07,IP Address,100,533,TRUE,09-05-2026 06:07,R_3By3GafBEcCd5Dj,anonymous,EN,,Yes,Yes,1961,Male,"2 year degree (e.g., associate degree)",South,No,,,Black or African American,,,,,"$50,000 to $59,999",2,3,Moderately interested4,3,Moderately interested4,3,3,3,A moderate amount of attention4,5,3,3,5,3,Somewhat like me4,5,5,Somewhat like me4,Somewhat like me4,5,3,5,6,3,5,5,Somewhat like me4,Definitely false,Likely true,Likely false,Definitely true,Likely true,Likely true,Likely true,Likely false,Likely true,Likely true,Definitely true,Likely false,,,,,,,,,11.515,12.125,21.941,2,,,,,3,3,3,Somewhat4,Somewhat4,3,3,2,3,Somewhat4,4,3,4,4,5,6,Somewhat likely4,5,Somewhat likely4,5,Somewhat likely4,3,3,Somewhat likely4,Somewhat likely4,3,3,Very likely7,,,,,,,,,,,,,,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,533,,49505186,37,1sl2j0dZ6qjHKme8bSBq51,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1sl2j0dZ6qjHKme8bSBq51&ps_hash=aebe1b987e8059825d839684fd3cb829d7f6c72f,aebe1b987e8059825d839684fd3cb829d7f6c72f
09-05-2026 05:58,09-05-2026 06:09,IP Address,100,655,TRUE,09-05-2026 06:09,R_3scbI65Wg40hUEn,anonymous,EN,,Yes,Yes,1960,Male,Some college,South,No,,,Black or African American,,,,,"$10,000 to $19,999",5,5,Moderately interested4,6,Moderately interested4,5,2,2,3,2,3,3,6,3,3,5,3,6,3,Somewhat like me4,6,2,5,3,3,A lot like me7,Not at all like me1,Definitely true,Definitely false,Definitely true,Likely false,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,0,0,26.14,0,,,,,,,,,,,,,3,3,3,3,Somewhat4,2,Somewhat4,3,Not at all1,Not at all1,6,5,6,6,,,,,,,,,,,,,,,Strongly agree7,6,Strongly agree7,5,Strongly agree7,Strongly agree7,5,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,liberal,liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,655,,49505186,3789,1PTJwYUzgvSO1asQSAKaTJ,0.418141319,0.767360525,55+,Blacks/AA,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1PTJwYUzgvSO1asQSAKaTJ&ps_hash=4dbd1421b9772771896a20ed9fe6a3e5efff636e,4dbd1421b9772771896a20ed9fe6a3e5efff636e
09-05-2026 05:41,09-05-2026 06:20,IP Address,100,2301,TRUE,09-05-2026 06:20,R_3U7RZZhr01RJRyV,anonymous,EN,,Yes,Yes,1959,Female,"4 year college degree (e.g., bachelor's degree)",South,No,,,Black or African American,,,,,"$50,000 to $59,999",Very Interested7,Very Interested7,5,Very Interested7,Very Interested7,5,6,6,A moderate amount of attention4,A great deal of attention7,5,A great deal of attention7,A lot like me7,Somewhat like me4,A lot like me7,Not at all like me1,Not at all like me1,Somewhat like me4,Somewhat like me4,A lot like me7,A lot like me7,Somewhat like me4,Not at all like me1,A lot like me7,Not at all like me1,A lot like me7,A lot like me7,Don't know,Definitely false,Definitely false,Definitely false,Definitely false,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,,,,,8.85,67.402,68.591,33,,,,,,,,,Very much7,Somewhat4,Very much7,Somewhat4,Very much7,Somewhat4,Very much7,Somewhat4,Somewhat4,Not at all1,4,4,4,4,,,,,,,,,,,,,,,Strongly agree7,5,5,3,5,Strongly agree7,4 - The risks and benefits are about equal,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,2301,,49505186,3789,1WNZhzK2agiFglopoXDPNB,0.418141319,0.767360525,55+,Blacks/AA,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1WNZhzK2agiFglopoXDPNB&ps_hash=174c2173461133ca5475c31b5d79fed44ecd7961,174c2173461133ca5475c31b5d79fed44ecd7961
09-05-2026 06:11,09-05-2026 06:22,IP Address,100,630,TRUE,09-05-2026 06:22,R_511q6Bg5erPEniJ,anonymous,EN,,Yes,Yes,1952,Male,"2 year degree (e.g., associate degree)",Midwest,No,,,Black or African American,,,,,"$20,000 to $29,999",Not at all interested1,2,Moderately interested4,2,2,3,2,2,A moderate amount of attention4,2,2,2,6,Somewhat like me4,5,6,6,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,Somewhat like me4,Somewhat like me4,Not at all like me1,2,6,Somewhat like me4,Likely true,Likely false,Likely false,Likely true,Don't know,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,0,0,29.791,0,,,,,,,,,,,,,6,6,5,5,Not at all1,6,5,6,Not at all1,Not at all1,7,7,7,7,5,Somewhat likely4,2,2,2,Somewhat likely4,3,3,Not at all likely1,2,Not at all likely1,5,6,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,somewhat liberal,liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,630,,49505186,607,1uRyuQuZPyHj92QCaXCXCt,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1uRyuQuZPyHj92QCaXCXCt&ps_hash=f763562ed8edfa12bbea47470cae18ba88ae8a1b,f763562ed8edfa12bbea47470cae18ba88ae8a1b
09-05-2026 06:16,09-05-2026 06:24,IP Address,100,464,TRUE,09-05-2026 06:24,R_1zvWoc7KvAPPupf,anonymous,EN,,Yes,Yes,1953,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Midwest,No,,,Black or African American,,,,,"$100,000 to $149,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Moderately interested4,No attention at all1,No attention at all1,A moderate amount of attention4,No attention at all1,No attention at all1,A great deal of attention7,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,Somewhat like me4,A lot like me7,Not at all like me1,Not at all like me1,Not at all like me1,Somewhat like me4,Somewhat like me4,Definitely true,Likely true,Definitely false,Likely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely false,,,,,23.01,23.01,33.992,1,,,,,,,,,5,5,Very much7,5,Very much7,Somewhat4,5,3,Not at all1,Not at all1,7,7,7,7,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,Not at all likely1,Very likely7,,,,,,,,,,,,,,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,464,,49505186,655,5gqdhLmtqKk6708RhkRIwg,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5gqdhLmtqKk6708RhkRIwg&ps_hash=8a5dce217ecc6b9041b352e873f0eb785f26a0c9,8a5dce217ecc6b9041b352e873f0eb785f26a0c9
09-05-2026 06:24,09-05-2026 06:35,IP Address,100,656,TRUE,09-05-2026 06:35,R_5IuDkfuhFMU86QV,anonymous,EN,,Yes,Yes,1963,Male,Some college,West,No,,,Black or African American,,,,,"$90,000 to $99,999",Not at all interested1,Not at all interested1,Moderately interested4,Moderately interested4,Moderately interested4,Very Interested7,A moderate amount of attention4,No attention at all1,No attention at all1,A moderate amount of attention4,A moderate amount of attention4,A great deal of attention7,A lot like me7,Somewhat like me4,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,Somewhat like me4,Not at all like me1,A lot like me7,A lot like me7,A lot like me7,Not at all like me1,Somewhat like me4,A lot like me7,Somewhat like me4,Definitely true,Likely true,Definitely true,Likely false,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,0,0,24.093,0,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Somewhat4,Somewhat4,Somewhat4,Not at all1,Not at all1,7,7,7,7,Somewhat likely4,Very likely7,Very likely7,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Very likely7,Somewhat likely4,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,somewhat liberal,somewhat liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,656,,49505186,3789,2GEP38OUIvktXiOicRPcMO,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2GEP38OUIvktXiOicRPcMO&ps_hash=f34ca8e909a80eec3add84a6c8f8322ebf863d76,f34ca8e909a80eec3add84a6c8f8322ebf863d76
09-05-2026 06:24,09-05-2026 06:45,IP Address,100,1220,TRUE,09-05-2026 06:45,R_6aVuL6Evd158Sny,anonymous,EN,,Yes,Yes,1948,Female,Some college,Midwest,No,,,Black or African American,,,,,"$30,000 to $39,999",6,Very Interested7,Very Interested7,6,Very Interested7,6,6,6,A great deal of attention7,5,6,5,A lot like me7,A lot like me7,A lot like me7,Not at all like me1,2,A lot like me7,Not at all like me1,A lot like me7,A lot like me7,A lot like me7,A lot like me7,2,Not at all like me1,A lot like me7,A lot like me7,Definitely true,Likely true,Likely false,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,4.426,4.426,25.806,1,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,5,Very much7,6,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1220,,49505186,607,1QbFlDFrOfBL5ZLMEuH08z,0.418141319,0.767360525,55+,Blacks/AA,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1QbFlDFrOfBL5ZLMEuH08z&ps_hash=4999cd55dc6260d8cf2d338902b606621e8c523d,4999cd55dc6260d8cf2d338902b606621e8c523d
09-05-2026 06:39,09-05-2026 06:49,IP Address,100,608,TRUE,09-05-2026 06:49,R_3nqNphF3AP7pRVR,anonymous,EN,,Yes,Yes,1954,Female,Some college,Midwest,No,,,Black or African American,,,,,"$30,000 to $39,999",Not at all interested1,2,3,Very Interested7,2,2,No attention at all1,No attention at all1,3,A great deal of attention7,3,No attention at all1,Somewhat like me4,6,6,A lot like me7,A lot like me7,A lot like me7,6,Not at all like me1,A lot like me7,6,A lot like me7,2,Not at all like me1,A lot like me7,Somewhat like me4,Definitely true,Don't know,Don't know,Don't know,Definitely false,Likely true,Definitely true,Likely true,Likely true,Likely true,Definitely true,Definitely false,,,,,,,,,,,,,0,0,28.465,0,Very much7,Very much7,Very much7,6,Somewhat4,Somewhat4,Somewhat4,5,Not at all1,Not at all1,5,1,5,4,6,Very likely7,Somewhat likely4,Not at all likely1,Not at all likely1,6,3,3,Not at all likely1,2,Not at all likely1,6,Not at all likely1,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,608,,49493848,3789,1s3zfFQfHPgbRS43R0LMvw,0.418141319,0.767360525,55+,Blacks/AA,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1s3zfFQfHPgbRS43R0LMvw&ps_hash=085f9bf5f2e8c9d44303c5d0fd1664c348f6e647,085f9bf5f2e8c9d44303c5d0fd1664c348f6e647
09-05-2026 06:36,09-05-2026 06:55,IP Address,100,1090,TRUE,09-05-2026 06:55,R_5fwwUueVZveMQpl,anonymous,EN,,Yes,Yes,1960,Female,High school graduate,West,No,,,Black or African American,,,,,"$30,000 to $39,999",2,Moderately interested4,Very Interested7,Moderately interested4,2,Very Interested7,5,A great deal of attention7,A great deal of attention7,A great deal of attention7,5,A great deal of attention7,A lot like me7,A lot like me7,5,A lot like me7,6,A lot like me7,5,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,Likely true,Likely true,Likely true,Definitely false,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,0,0,22.72,0,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,5,Very much7,7,6,7,7,,,,,,,,,,,,,,,Strongly agree7,6,Strongly agree7,Strongly disagree1,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,moderate,somewhat liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1090,,49493848,3789,4wSTha8HP2WQb0Ri50ms5u,0.418141319,0.767360525,55+,Blacks/AA,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4wSTha8HP2WQb0Ri50ms5u&ps_hash=a5c2b492b243231815273937bf915460a55d60b2,a5c2b492b243231815273937bf915460a55d60b2
