StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,age_group,race,2nd_order
08/05/26 7:21,08/05/26 8:04,IP Address,100,2531,TRUE,08/05/26 8:04,R_3UgsBaQEMd0UzH9,anonymous,EN,,Yes,Yes,1989,Male,"4 year college degree (e.g., bachelor's degree)",Midwest,No,Black or African American,,"$10,000 to $19,999",6,6,6,6,6,6,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,A lot like me7,5,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Likely true,Don't know,Likely true,Definitely false,Likely true,Definitely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,,,,,,,,,9.03,20.672,21.802,3,,,,,Very much7,Very much7,Very much7,6,6,6,Very much7,6,Not at all1,6,7,1,6,7,6,Very likely7,Not at all likely1,Very likely7,Not at all likely1,Very likely7,6,6,Not at all likely1,Not at all likely1,Not at all likely1,6,Not at all likely1,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,2531,,49483168,37,4ldgzJSKJxBCGc0gUQMqFH,35-54,Blacks/AA,DV1
08/05/26 8:06,08/05/26 8:10,IP Address,100,251,TRUE,08/05/26 8:10,R_518EAQJ5GszDvnb,anonymous,EN,,Yes,Yes,2006,Female,Some college,South,No,"Black or African American,White",,"$30,000 to $39,999",Moderately interested4,5,5,Very Interested7,5,Moderately interested4,3,5,A moderate amount of attention4,A great deal of attention7,2,2,5,5,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,Somewhat like me4,2,2,5,5,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Definitely false,Definitely true,Likely false,Likely true,Definitely true,Definitely true,Likely false,0,0,21.039,0,,,,,,,,,,,,,6,6,Very much7,5,Somewhat4,3,5,2,Not at all1,Not at all1,7,6,6,6,,,,,,,,,,,,,,,6,2,6,Neither agree nor disagree4,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,6,Strongly agree7,Strongly agree7,Strongly agree7,5,4 - A moderate amount of guidance,somewhat liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,251,,49483168,3789,2GWgNCsO7U3uIsJvhMGdCr,18-34,Blacks/AA,DV2
08/05/26 7:55,08/05/26 8:12,IP Address,100,962,TRUE,08/05/26 8:12,R_5JRxWbZhnqWopva,anonymous,EN,,Yes,Yes,1988,Female,Some college,Northeast,No,Black or African American,,"$50,000 to $59,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,9.89,15.11,21.049,4,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Not at all1,7,4,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,962,,49483168,2904,7hIDV7wZYWes6Jfj5s8REm,35-54,Blacks/AA,DV1
08/05/26 8:04,08/05/26 8:12,IP Address,100,473,TRUE,08/05/26 8:12,R_1imLApyjBO3Cm7B,anonymous,EN,,Yes,Yes,1985,Male,High school graduate,South,No,Black or African American,,"$40,000 to $49,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,3,3,Not at all like me1,Somewhat like me4,3,3,Not at all like me1,Not at all like me1,A lot like me7,Not at all like me1,3,Somewhat like me4,3,A lot like me7,3,Don't know,Don't know,Don't know,Don't know,Definitely true,Definitely true,,,,,Definitely true,Likely true,,,,,8.101,17.61,21.602,5,,,,,,,,,Not at all1,Not at all1,Not at all1,Not at all1,Very much7,Not at all1,Somewhat4,Not at all1,3,Not at all1,,4,1,7,Not at all likely1,Somewhat likely4,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,Not at all likely1,Very likely7,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,473,,49483168,3789,0l81QbRyyR1rcgaTCXydMK,35-54,Blacks/AA,DV1
08/05/26 8:04,08/05/26 8:14,IP Address,100,588,TRUE,08/05/26 8:14,R_1ueJxId1znljkWt,anonymous,EN,,Yes,Yes,2003,Female,Less than high school,South,No,Black or African American,,"Less than $10,000",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Definitely false,Definitely false,Definitely false,Definitely false,Definitely false,Definitely false,Likely false,,Definitely false,Definitely false,,Likely false,,,,,,,,,13.573,21.456,35.709,6,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,6,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,very conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,588,,49483168,3789,50EFrpLg2U58PWkgXyUtcb,18-34,Blacks/AA,DV2
08/05/26 8:08,08/05/26 8:16,IP Address,100,500,TRUE,08/05/26 8:16,R_1fIef7XW8GiWDkr,anonymous,EN,,Yes,Yes,1980,Female,"2 year degree (e.g., associate degree)",South,No,Black or African American,,"$40,000 to $49,999",5,5,5,Very Interested7,Very Interested7,Moderately interested4,A moderate amount of attention4,5,3,3,6,2,A lot like me7,5,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,6,6,A lot like me7,Somewhat like me4,Not at all like me1,Not at all like me1,5,Somewhat like me4,Don't know,Likely true,Definitely true,Don't know,Definitely true,Definitely true,Definitely true,,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,0,0,22.552,0,Very much7,Very much7,Very much7,Very much7,3,Somewhat4,Very much7,Somewhat4,Not at all1,Not at all1,7,7,7,7,Very likely7,Very likely7,Somewhat likely4,6,6,6,Very likely7,5,6,Somewhat likely4,Very likely7,6,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,500,,49483168,3789,19z5OrpSFXD1LzbF7mDGTe,35-54,Blacks/AA,DV1
08/05/26 8:12,08/05/26 8:20,IP Address,100,478,TRUE,08/05/26 8:20,R_3rJv2eVYiaKQr31,anonymous,EN,,Yes,Yes,1964,Female,"4 year college degree (e.g., bachelor's degree)",South,No,Black or African American,,"$80,000 to $89,999",Moderately interested4,5,Moderately interested4,Very Interested7,Not at all interested1,5,5,5,5,A great deal of attention7,2,A great deal of attention7,A lot like me7,A lot like me7,5,A lot like me7,Somewhat like me4,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,3,Somewhat like me4,A lot like me7,5,Don't know,Likely false,Don't know,Don't know,Don't know,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,0,0,27.127,0,,,,,,,,,,,,,6,6,6,6,6,Somewhat4,6,6,3,Somewhat4,6,4,6,6,,,,,,,,,,,,,,,Neither agree nor disagree4,6,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,7 - A great deal of guidance,liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,478,,49483168,3789,6mAMRZBja2m1TUIG9Uinv4,55+,Blacks/AA,DV2
08/05/26 8:08,08/05/26 8:23,IP Address,100,907,TRUE,08/05/26 8:23,R_5mS745Q1VxaLgat,anonymous,EN,,Yes,Yes,2000,Male,"4 year college degree (e.g., bachelor's degree)",Midwest,No,Black or African American,,"$30,000 to $39,999",6,Very Interested7,Very Interested7,6,6,Very Interested7,6,6,6,6,5,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,5,A lot like me7,6,6,Somewhat like me4,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,Definitely true,,,,,4.5,9.939,22.091,9,,,,,,,,,6,Very much7,5,5,6,Very much7,6,6,2,2,6,6,6,6,,,,,,,,,,,,,,,5,Strongly agree7,6,6,6,Strongly agree7,6,5,6,Neither agree nor disagree4,6,6,6,6,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,907,,49483168,3789,6tEwtyQfRl5SvNIzr1bxTb,18-34,Blacks/AA,DV2
08/05/26 8:12,08/05/26 8:27,IP Address,100,920,TRUE,08/05/26 8:27,R_197jqKXXxLWcTU5,anonymous,EN,,Yes,Yes,1973,Female,High school graduate,Northeast,No,Black or African American,,"Less than $10,000",3,Not at all interested1,Moderately interested4,3,Moderately interested4,Not at all interested1,5,5,No attention at all1,5,A moderate amount of attention4,3,6,A lot like me7,6,A lot like me7,Somewhat like me4,5,5,A lot like me7,Somewhat like me4,A lot like me7,Somewhat like me4,5,Somewhat like me4,A lot like me7,5,Don't know,Definitely true,Don't know,Don't know,Definitely false,Likely false,,,,Definitely true,Likely true,,,,,,19.485,20.286,21.344,2,,,,,,,,,Very much7,Somewhat4,Very much7,Very much7,Very much7,Very much7,Very much7,Somewhat4,Not at all1,Very much7,7,7,7,7,Very likely7,Very likely7,Somewhat likely4,Somewhat likely4,Very likely7,Very likely7,Somewhat likely4,Very likely7,Somewhat likely4,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,920,,49483168,3789,7cfC2XvJTRl57nvB2FGoKr,35-54,Blacks/AA,DV1
08/05/26 8:22,08/05/26 8:28,IP Address,100,382,TRUE,08/05/26 8:28,R_5YuQhe0L8UVTHY5,anonymous,EN,,Yes,Yes,2002,Female,"4 year college degree (e.g., bachelor's degree)",Midwest,No,Black or African American,,"$90,000 to $99,999",Not at all interested1,Moderately interested4,5,5,Not at all interested1,Moderately interested4,No attention at all1,2,A great deal of attention7,A moderate amount of attention4,No attention at all1,A moderate amount of attention4,5,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,A lot like me7,3,A lot like me7,5,Somewhat like me4,Somewhat like me4,3,3,A lot like me7,Somewhat like me4,Definitely true,Definitely false,Don't know,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,,,,,,,,,1.566,1.566,47.397,1,Somewhat4,Somewhat4,5,Not at all1,Not at all1,3,2,3,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Neither agree nor disagree4,5,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,3,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,5,1 - No guidance at all,somewhat liberal,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,382,,49427913,687,77HP0KMroOMSxmJxo03BNr,18-34,Blacks/AA,DV2
08/05/26 8:10,08/05/26 8:31,IP Address,100,1263,TRUE,08/05/26 8:31,R_31Mmi9yws4vKUwE,anonymous,EN,,Yes,Yes,1990,Female,High school graduate,Northeast,No,Black or African American,,"$50,000 to $59,999",Moderately interested4,Moderately interested4,3,Moderately interested4,Moderately interested4,5,3,3,3,3,3,A moderate amount of attention4,5,5,5,Somewhat like me4,Somewhat like me4,6,Somewhat like me4,5,5,5,6,Somewhat like me4,5,Somewhat like me4,6,Don't know,Likely false,Likely true,Likely true,Definitely false,Definitely true,,Likely true,Likely true,Likely true,Definitely true,Likely true,,,,,,,,,0,0,21.5,0,,,,,3,2,3,3,3,2,Somewhat4,3,Somewhat4,Somewhat4,4,3,5,4,Somewhat likely4,Somewhat likely4,3,3,3,3,3,3,3,3,3,3,3,Very likely7,,,,,,,,,,,,,,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,1263,,49483168,3789,2bmTZR0eP0jvmUbu6Qc3mb,35-54,Blacks/AA,DV1
08/05/26 8:22,08/05/26 8:31,IP Address,100,534,TRUE,08/05/26 8:31,R_63WZpE6bPSs7JjM,anonymous,EN,,Yes,Yes,1987,Female,High school graduate,South,No,Black or African American,,"$50,000 to $59,999",5,6,5,Moderately interested4,6,5,5,6,5,6,6,6,6,6,6,6,6,A lot like me7,6,6,6,6,6,5,6,6,Not at all like me1,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,18.328,20.21,37.161,3,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Somewhat4,Very much7,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,somewhat liberal,moderate,,,Qual81139-0421-GenPop-[MD],1,,,534,,49483168,3789,1LInzQ0A2HFDxMyGPyyjhB,35-54,Blacks/AA,DV1
08/05/26 8:16,08/05/26 8:33,IP Address,100,1010,TRUE,08/05/26 8:33,R_3dU5VYjxPbh6r1D,anonymous,EN,,Yes,Yes,1958,Female,"2 year degree (e.g., associate degree)",Midwest,No,Black or African American,,"$10,000 to $19,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,3,Not at all interested1,No attention at all1,No attention at all1,3,No attention at all1,3,No attention at all1,Somewhat like me4,Not at all like me1,3,6,Not at all like me1,5,6,Not at all like me1,A lot like me7,Not at all like me1,Somewhat like me4,Not at all like me1,Not at all like me1,3,2,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,,,,,,,,,0,0,29.178,0,,,,,Not at all1,Not at all1,2,Not at all1,Somewhat4,Not at all1,Somewhat4,Not at all1,Not at all1,Not at all1,4,4,4,4,,,,,,,,,,,,,,,Strongly agree7,Neither agree nor disagree4,6,Neither agree nor disagree4,5,Strongly agree7,4 - The risks and benefits are about equal,6,6,Strongly agree7,Strongly agree7,5,6,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,1010,,49483168,607,0MIF7XzAry4wKyw4pBwjk9,55+,Blacks/AA,DV2
08/05/26 8:28,08/05/26 8:35,IP Address,100,444,TRUE,08/05/26 8:35,R_73sLBZQdv5m9TVL,anonymous,EN,,Yes,Yes,1956,Female,"2 year degree (e.g., associate degree)",South,No,Black or African American,,"$90,000 to $99,999",2,2,2,2,Not at all interested1,3,2,2,2,2,2,3,3,3,3,3,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,3,2,3,3,3,Somewhat like me4,3,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Definitely true,,,,Likely true,Definitely true,11.98,30.406000000000002,32.857,7,,,,,,,,,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,2,Somewhat4,Somewhat4,Somewhat4,2,3,1,4,1,4,,,,,,,,,,,,,,,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,7 - A great deal of guidance,somewhat liberal,moderate,,,Qual81139-0421-GenPop-[MD],1,,,444,,49483168,3789,3pXH9s5tlcRHwbijwUPSpK,55+,Blacks/AA,DV2
08/05/26 8:34,08/05/26 8:37,IP Address,100,177,TRUE,08/05/26 8:37,R_6B1KKbEaWyjmJBD,anonymous,EN,,Yes,Yes,1996,Female,High school graduate,Midwest,No,Black or African American,,"$30,000 to $39,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,6,A great deal of attention7,A great deal of attention7,6,A great deal of attention7,6,A great deal of attention7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,6,A lot like me7,A lot like me7,5,A lot like me7,6,A lot like me7,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,,,,,,,,,,,,,2.249,20.493,21.131,8,5,Somewhat4,6,Very much7,Very much7,Very much7,Very much7,6,6,Very much7,4,5,3,1,6,Very likely7,6,Very likely7,Very likely7,6,Very likely7,Very likely7,Very likely7,6,Very likely7,6,6,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,177,,49427913,4167,69J9kxkVyDTNxn7srx12sr,18-34,Blacks/AA,DV1
08/05/26 8:05,08/05/26 8:38,IP Address,100,1964,TRUE,08/05/26 8:38,R_6EWLd0iuZvwIdIC,anonymous,EN,,Yes,Yes,1961,Female,Some college,Northeast,No,Black or African American,,"$10,000 to $19,999",Not at all interested1,Not at all interested1,Moderately interested4,Moderately interested4,Very Interested7,Moderately interested4,3,3,A moderate amount of attention4,A moderate amount of attention4,No attention at all1,A moderate amount of attention4,Somewhat like me4,Somewhat like me4,A lot like me7,A lot like me7,Somewhat like me4,A lot like me7,Somewhat like me4,Somewhat like me4,A lot like me7,Somewhat like me4,Somewhat like me4,Somewhat like me4,Not at all like me1,Somewhat like me4,Somewhat like me4,Definitely true,Likely true,Definitely true,Likely true,Likely true,Definitely true,Likely true,Likely true,Definitely true,Likely true,Likely true,Likely true,,,,,,,,,3.263,53.77,55.578,4,,,,,Very much7,Very much7,Very much7,Very much7,Somewhat4,Somewhat4,Somewhat4,Very much7,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,6,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,1 - The risks strongly outweigh the benefits,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Neither agree nor disagree4,7 - A great deal of guidance,conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,1964,,49483168,3789,07pFIB7u6JtQw9gAhNJIVj,55+,Blacks/AA,DV2
08/05/26 8:22,08/05/26 8:39,IP Address,100,1045,TRUE,08/05/26 8:39,R_60HQQW2bjc5Efap,anonymous,EN,,Yes,Yes,1977,Female,"4 year college degree (e.g., bachelor's degree)",South,No,Black or African American,,"$60,000 to $69,999",5,5,5,6,Moderately interested4,Very Interested7,6,6,6,A great deal of attention7,5,A great deal of attention7,A lot like me7,6,A lot like me7,A lot like me7,5,6,6,A lot like me7,6,A lot like me7,Somewhat like me4,2,Not at all like me1,5,5,Definitely true,Definitely true,Likely true,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,Likely true,,,,,6.152,7.269,24.915,2,,,,,,,,,Very much7,Very much7,Very much7,Very much7,6,5,6,5,Not at all1,Not at all1,7,6,6,6,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,6,6,Very likely7,Very likely7,6,Very likely7,,,,,,,,,,,,,,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,1045,,49483168,3789,0VOVx5dphK2lONO7ePKVSl,35-54,Blacks/AA,DV1
08/05/26 8:42,08/05/26 8:58,IP Address,100,997,TRUE,08/05/26 8:58,R_5eDeudWYc3077iO,anonymous,EN,,Yes,Yes,1993,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,No,Black or African American,,"$150,000 or more",5,6,6,5,5,6,5,6,6,5,5,A great deal of attention7,A lot like me7,6,5,6,6,A lot like me7,6,6,5,5,6,Somewhat like me4,6,6,5,Likely true,Likely true,Likely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,Likely true,Likely true,Definitely true,Likely true,0,0,27.493,0,,,,,,,,,,,,,Very much7,6,6,Very much7,Somewhat4,6,6,5,Somewhat4,3,6,6,6,7,6,6,Somewhat likely4,5,6,6,Somewhat likely4,Not at all likely1,3,6,Somewhat likely4,Not at all likely1,6,Very likely7,,,,,,,,,,,,,,6,liberal,conservative,,,Qual81139-0421-GenPop-[MD],1,,,997,,49458690,947,6Q8rQU8qzxVJ2hOj5LKbQ9,18-34,Blacks/AA,DV1
08/05/26 9:01,08/05/26 9:10,IP Address,100,572,TRUE,08/05/26 9:10,R_7zuOOBKPK1ZMSQV,anonymous,EN,,Yes,Yes,1970,Female,High school graduate,South,No,Black or African American,,"$70,000 to $79,999",2,2,3,2,2,2,2,2,2,2,A moderate amount of attention4,2,3,2,3,3,3,Somewhat like me4,3,2,Somewhat like me4,2,Somewhat like me4,Somewhat like me4,Somewhat like me4,5,Somewhat like me4,Don't know,Don't know,Don't know,Don't know,Definitely true,Likely true,Likely true,,,,Likely true,,0,0,22.284,0,,,,,,,,,,,,,Somewhat4,3,Somewhat4,3,Somewhat4,2,Somewhat4,Somewhat4,2,Not at all1,5,5,6,6,Somewhat likely4,Somewhat likely4,Somewhat likely4,2,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,2,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,572,,49483168,3789,4fCKmkaPSDqcIFd3mbzuAm,55+,Blacks/AA,DV1
08/05/26 9:02,08/05/26 9:12,IP Address,100,596,TRUE,08/05/26 9:12,R_1382Lpk34oyEXk7,anonymous,EN,,Yes,Yes,1950,Female,High school graduate,Northeast,No,Black or African American,,"$10,000 to $19,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,6,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,5,Somewhat like me4,A lot like me7,A lot like me7,5,3,5,A lot like me7,A lot like me7,Definitely true,Likely false,Don't know,Likely true,Likely false,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,1.481,11.568,35.464,3,Very much7,Very much7,Very much7,Very much7,Very much7,Somewhat4,Very much7,Very much7,Not at all1,2,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Neither agree nor disagree4,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,596,,49483168,3789,3PaY4QrhyH2SdjHHcxR70l,55+,Blacks/AA,DV2
08/05/26 9:16,08/05/26 9:19,IP Address,100,182,TRUE,08/05/26 9:19,R_7k1XaonJxbUsgkr,anonymous,EN,,Yes,Yes,1994,Female,"2 year degree (e.g., associate degree)",South,No,Black or African American,,"$30,000 to $39,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,6,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,3,Not at all like me1,2,A lot like me7,Somewhat like me4,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,8.501,38.198,39.181,2,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,6,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,182,,49483168,4167,2NusCWwhKXr4TEho0BPkGy,18-34,Blacks/AA,DV2
